speech_id,party,sentiment_score,negativity_score,speech_length,avg_sentence_length,kw_democracy_count,kw_democracy_freq,kw_economy_count,kw_economy_freq,kw_welfare_health_count,kw_welfare_health_freq,kw_education_count,kw_education_freq,kw_environment_count,kw_environment_freq,kw_security_defense_count,kw_security_defense_freq,kw_foreign_policy_count,kw_foreign_policy_freq,kw_immigration_count,kw_immigration_freq
1221,Democrat,0.9987,0.1,543,543.0,1,0.001841620626151013,0,0.0,0,0.0,0,0.0,0,0.0,14,0.02578268876611418,1,0.001841620626151013,0,0.0
1222,Republican,-0.9999,0.123,5975,5975.0,5,0.0008368200836820083,0,0.0,2,0.00033472803347280337,0,0.0,1,0.00016736401673640169,21,0.003514644351464435,14,0.0023430962343096236,7,0.0011715481171548118
1223,Democrat,0.9993,0.051,1096,1096.0,4,0.0036496350364963502,10,0.009124087591240875,9,0.008211678832116789,3,0.002737226277372263,5,0.004562043795620438,7,0.006386861313868613,20,0.01824817518248175,0,0.0
1224,Republican,1.0,0.053,3517,3517.0,32,0.009098663633778788,35,0.00995166334944555,23,0.006539664486778504,6,0.0017059994313335229,9,0.0025589991470002845,17,0.004833665055444982,9,0.0025589991470002845,5,0.0014216661927779358
1225,Democrat,-0.9446,0.131,861,861.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.003484320557491289,0,0.0,0,0.0
1226,Republican,1.0,0.049,7972,7972.0,16,0.002007024586051179,56,0.007024586051179127,13,0.001630707476166583,15,0.0018815855494229805,13,0.001630707476166583,37,0.004641244355243351,44,0.0055193176116407425,3,0.0003763171098845961
1227,Republican,1.0,0.024,3477,3477.0,2,0.0005752085130859936,57,0.01639344262295082,1,0.0002876042565429968,1,0.0002876042565429968,3,0.0008628127696289905,4,0.0011504170261719873,10,0.0028760425654299686,0,0.0
1228,Democrat,1.0,0.092,8227,8227.0,77,0.009359426279324177,28,0.0034034277379360644,4,0.0004862039625622949,0,0.0,4,0.0004862039625622949,26,0.0031603257566549165,17,0.0020663668408897533,0,0.0
1229,Republican,0.9977,0.132,1997,1997.0,2,0.00100150225338007,5,0.0025037556334501754,8,0.00400600901352028,1,0.000500751126690035,0,0.0,25,0.012518778167250876,9,0.004506760140210316,21,0.010515773660490736
1230,Republican,0.9991,0.026,721,721.0,1,0.0013869625520110957,4,0.005547850208044383,0,0.0,0,0.0,0,0.0,13,0.018030513176144243,3,0.004160887656033287,0,0.0
1231,Democrat,0.9999,0.087,4061,4061.0,33,0.008126077320856932,11,0.002708692440285644,7,0.0017237133710908644,1,0.0002462447672986949,5,0.0012312238364934746,37,0.00911105639005171,51,0.01255848313223344,0,0.0
1232,Republican,0.9905,0.023,219,219.0,0,0.0,0,0.0,1,0.0045662100456621,2,0.0091324200913242,0,0.0,0,0.0,0,0.0,0,0.0
1233,Republican,1.0,0.078,7142,7142.0,9,0.0012601512181461775,91,0.012741528983478018,4,0.0005600672080649678,1,0.00014001680201624196,2,0.0002800336040324839,28,0.003920470456454775,21,0.002940352842341081,0,0.0
1234,Republican,1.0,0.055,4305,4305.0,27,0.0062717770034843206,19,0.004413472706155633,22,0.005110336817653891,3,0.0006968641114982578,3,0.0006968641114982578,21,0.004878048780487805,17,0.003948896631823461,0,0.0
1235,Democrat,-0.8721,0.139,244,244.0,0,0.0,0,0.0,3,0.012295081967213115,0,0.0,0,0.0,1,0.004098360655737705,0,0.0,0,0.0
1236,Democrat,0.9998,0.079,4000,4000.0,2,0.0005,1,0.00025,6,0.0015,5,0.00125,1,0.00025,44,0.011,15,0.00375,4,0.001
1237,Democrat,0.9996,0.034,989,989.0,0,0.0,2,0.0020222446916076846,2,0.0020222446916076846,1,0.0010111223458038423,1,0.0010111223458038423,7,0.007077856420626896,9,0.00910010111223458,0,0.0
1238,Republican,0.971,0.105,264,264.0,1,0.003787878787878788,0,0.0,0,0.0,0,0.0,0,0.0,2,0.007575757575757576,1,0.003787878787878788,0,0.0
1239,Democrat,0.9986,0.102,1498,1498.0,10,0.006675567423230975,1,0.0006675567423230974,1,0.0006675567423230974,0,0.0,1,0.0006675567423230974,9,0.006008010680907877,8,0.0053404539385847796,5,0.0033377837116154874
1240,Democrat,0.8771,0.089,334,334.0,0,0.0,2,0.005988023952095809,5,0.014970059880239521,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1241,Democrat,0.9035,0.0,191,191.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1242,Democrat,-0.7506,0.131,160,160.0,1,0.00625,2,0.0125,3,0.01875,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1243,Democrat,0.9999,0.092,4221,4221.0,30,0.007107320540156361,11,0.002606017531390666,10,0.002369106846718787,1,0.00023691068467187872,6,0.0014214641080312722,21,0.004975124378109453,62,0.01468846244965648,3,0.0007107320540156361
1244,Republican,0.9966,0.022,378,378.0,0,0.0,11,0.0291005291005291,0,0.0,0,0.0,1,0.0026455026455026454,0,0.0,0,0.0,0,0.0
1245,Republican,0.9999,0.109,4348,4348.0,56,0.012879484820607176,14,0.003219871205151794,0,0.0,1,0.00022999080036798528,2,0.00045998160073597056,31,0.007129714811407544,39,0.008969641214351426,1,0.00022999080036798528
1246,Republican,0.9994,0.048,892,892.0,2,0.002242152466367713,33,0.03699551569506727,6,0.006726457399103139,5,0.005605381165919282,1,0.0011210762331838565,1,0.0011210762331838565,1,0.0011210762331838565,0,0.0
1247,Democrat,0.998,0.014,370,370.0,5,0.013513513513513514,2,0.005405405405405406,4,0.010810810810810811,0,0.0,1,0.002702702702702703,1,0.002702702702702703,2,0.005405405405405406,3,0.008108108108108109
1248,Republican,0.9957,0.0,188,188.0,0,0.0,1,0.005319148936170213,1,0.005319148936170213,0,0.0,1,0.005319148936170213,0,0.0,0,0.0,0,0.0
1249,Republican,1.0,0.073,4404,4404.0,25,0.005676657584014532,38,0.00862851952770209,15,0.0034059945504087193,1,0.00022706630336058128,5,0.0011353315168029065,21,0.004768392370572207,23,0.00522252497729337,0,0.0
1250,Republican,0.9955,0.084,430,430.0,0,0.0,0,0.0,10,0.023255813953488372,0,0.0,0,0.0,0,0.0,3,0.0069767441860465115,0,0.0
1251,Republican,1.0,0.027,3614,3614.0,2,0.0005534034311012728,62,0.01715550636413946,2,0.0005534034311012728,0,0.0,5,0.001383508577753182,0,0.0,10,0.002767017155506364,0,0.0
1252,Democrat,0.9995,0.073,1125,1125.0,1,0.0008888888888888889,0,0.0,0,0.0,0,0.0,4,0.0035555555555555557,15,0.013333333333333334,50,0.044444444444444446,0,0.0
1253,Democrat,1.0,0.063,4146,4146.0,9,0.002170767004341534,31,0.0074770863482875064,27,0.006512301013024602,17,0.004100337674867342,5,0.00120598166907863,6,0.001447178002894356,8,0.001929570670525808,0,0.0
1254,Democrat,0.8093,0.15,158,158.0,0,0.0,4,0.02531645569620253,5,0.03164556962025317,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1255,Republican,0.9997,0.048,1152,1152.0,3,0.0026041666666666665,3,0.0026041666666666665,1,0.0008680555555555555,0,0.0,1,0.0008680555555555555,8,0.006944444444444444,8,0.006944444444444444,0,0.0
1256,Democrat,-0.9274,0.121,131,131.0,2,0.015267175572519083,3,0.022900763358778626,2,0.015267175572519083,1,0.007633587786259542,0,0.0,0,0.0,0,0.0,0,0.0
1257,Democrat,0.9984,0.065,4284,4284.0,13,0.003034547152194211,12,0.0028011204481792717,6,0.0014005602240896359,2,0.00046685340802987864,1,0.00023342670401493932,21,0.004901960784313725,7,0.0016339869281045752,0,0.0
1258,Democrat,0.886,0.032,88,88.0,0,0.0,0,0.0,3,0.03409090909090909,0,0.0,0,0.0,1,0.011363636363636364,0,0.0,0,0.0
1259,Democrat,0.9972,0.123,3464,3464.0,7,0.0020207852193995382,19,0.005484988452655889,4,0.0011547344110854503,9,0.002598152424942263,4,0.0011547344110854503,52,0.015011547344110854,20,0.005773672055427252,1,0.0002886836027713626
1260,Democrat,-0.9996,0.149,3150,3150.0,6,0.0019047619047619048,22,0.006984126984126984,4,0.0012698412698412698,0,0.0,1,0.00031746031746031746,30,0.009523809523809525,12,0.0038095238095238095,0,0.0
1261,Democrat,0.9996,0.07,4054,4054.0,12,0.0029600394671928957,13,0.003206709422792304,2,0.000493339911198816,1,0.000246669955599408,0,0.0,26,0.006413418845584608,18,0.004440059200789344,0,0.0
1262,Democrat,1.0,0.077,13899,13899.0,3,0.0002158428663932657,41,0.0029498525073746312,74,0.005324124037700554,39,0.002805957263112454,5,0.00035973811065544283,95,0.006835024102453414,16,0.0011511619540974171,1,7.194762213108857e-05
1263,Republican,0.9999,0.065,5785,5785.0,22,0.0038029386343993088,12,0.002074330164217805,4,0.0006914433880726015,0,0.0,4,0.0006914433880726015,49,0.00847018150388937,12,0.002074330164217805,7,0.0012100259291270526
1264,Republican,1.0,0.02,3173,3173.0,2,0.0006303183107469272,62,0.019539867633154743,3,0.0009454774661203908,1,0.0003151591553734636,4,0.0012606366214938543,1,0.0003151591553734636,9,0.0028364323983611725,0,0.0
1265,Democrat,0.9952,0.03,269,269.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.011152416356877323,1,0.0037174721189591076,0,0.0
1266,Democrat,0.9999,0.108,3573,3573.0,14,0.003918275958578225,14,0.003918275958578225,3,0.0008396305625524769,2,0.000559753708368318,43,0.012034704729918836,20,0.00559753708368318,30,0.008396305625524769,0,0.0
1267,Democrat,0.9998,0.054,2975,2975.0,5,0.0016806722689075631,20,0.0067226890756302525,6,0.0020168067226890756,5,0.0016806722689075631,2,0.0006722689075630252,5,0.0016806722689075631,2,0.0006722689075630252,0,0.0
1268,Republican,0.989,0.099,603,603.0,15,0.024875621890547265,5,0.008291873963515755,1,0.001658374792703151,2,0.003316749585406302,0,0.0,2,0.003316749585406302,0,0.0,0,0.0
1269,Democrat,0.9999,0.081,8105,8105.0,11,0.0013571869216533004,63,0.007772979642196175,55,0.006785934608266502,8,0.000987045033929673,0,0.0,10,0.0012338062924120913,5,0.0006169031462060457,0,0.0
1270,Democrat,0.9943,0.051,300,300.0,1,0.0033333333333333335,4,0.013333333333333334,1,0.0033333333333333335,0,0.0,6,0.02,0,0.0,0,0.0,0,0.0
1271,Republican,1.0,0.01,2327,2327.0,3,0.001289213579716373,2,0.0008594757198109154,0,0.0,0,0.0,4,0.0017189514396218307,3,0.001289213579716373,41,0.017619252256123763,0,0.0
1272,Democrat,0.9999,0.082,3020,3020.0,6,0.001986754966887417,7,0.002317880794701987,13,0.004304635761589404,0,0.0,4,0.0013245033112582781,63,0.020860927152317882,16,0.005298013245033113,2,0.0006622516556291391
1273,Democrat,0.5994,0.069,125,125.0,1,0.008,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.008,0,0.0
1274,Democrat,0.9999,0.101,3488,3488.0,22,0.006307339449541285,4,0.0011467889908256881,6,0.0017201834862385322,4,0.0011467889908256881,5,0.0014334862385321102,36,0.010321100917431193,69,0.01978211009174312,0,0.0
1275,Democrat,0.9969,0.119,1664,1664.0,1,0.0006009615384615385,6,0.003605769230769231,6,0.003605769230769231,1,0.0006009615384615385,0,0.0,8,0.004807692307692308,4,0.002403846153846154,0,0.0
1276,Democrat,0.6524,0.095,423,423.0,21,0.04964539007092199,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.002364066193853428,0,0.0
1277,Republican,0.9948,0.0,214,214.0,2,0.009345794392523364,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.004672897196261682,0,0.0
1278,Democrat,-0.9883,0.205,258,258.0,2,0.007751937984496124,0,0.0,1,0.003875968992248062,0,0.0,0,0.0,5,0.01937984496124031,0,0.0,0,0.0
1279,Democrat,-0.8316,0.202,86,86.0,1,0.011627906976744186,0,0.0,1,0.011627906976744186,0,0.0,0,0.0,2,0.023255813953488372,1,0.011627906976744186,1,0.011627906976744186
1280,Democrat,0.9992,0.095,3207,3207.0,3,0.0009354536950420954,106,0.0330526972248207,9,0.002806361085126286,2,0.0006236357966947302,0,0.0,2,0.0006236357966947302,5,0.0015590894917368258,0,0.0
1281,Republican,-0.9419,0.155,511,511.0,4,0.007827788649706457,6,0.011741682974559686,0,0.0,0,0.0,0,0.0,5,0.009784735812133072,2,0.003913894324853229,0,0.0
1282,Democrat,0.9999,0.048,2572,2572.0,4,0.0015552099533437014,51,0.01982892690513219,2,0.0007776049766718507,1,0.00038880248833592535,3,0.0011664074650077762,15,0.00583203732503888,39,0.015163297045101089,0,0.0
1283,Republican,0.9432,0.011,183,183.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1284,Republican,0.9997,0.064,2081,2081.0,0,0.0,3,0.0014416146083613647,2,0.0009610764055742432,0,0.0,0,0.0,19,0.00913022585295531,52,0.024987986544930323,0,0.0
1285,Democrat,-0.0746,0.107,179,179.0,0,0.0,0,0.0,4,0.0223463687150838,0,0.0,0,0.0,3,0.01675977653631285,7,0.03910614525139665,0,0.0
1286,Democrat,0.9989,0.052,1198,1198.0,0,0.0,2,0.001669449081803005,4,0.00333889816360601,1,0.0008347245409015025,1,0.0008347245409015025,2,0.001669449081803005,2,0.001669449081803005,0,0.0
1287,Republican,0.8753,0.074,365,365.0,3,0.00821917808219178,1,0.0027397260273972603,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0027397260273972603,0,0.0
1288,Democrat,0.9733,0.043,456,456.0,2,0.0043859649122807015,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1289,Democrat,0.9403,0.0,54,54.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1290,Republican,1.0,0.059,6931,6931.0,21,0.003029865820227961,64,0.009233876785456644,8,0.0011542345981820806,2,0.00028855864954552014,6,0.0008656759486365604,46,0.006636848939546963,39,0.0056268936661376424,2,0.00028855864954552014
1291,Republican,0.9911,0.0,156,156.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00641025641025641,0,0.0
1292,Democrat,0.9743,0.067,228,228.0,0,0.0,1,0.0043859649122807015,2,0.008771929824561403,6,0.02631578947368421,0,0.0,0,0.0,0,0.0,0,0.0
1293,Democrat,0.8408,0.073,244,244.0,0,0.0,0,0.0,2,0.00819672131147541,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1294,Republican,1.0,0.039,2214,2214.0,5,0.002258355916892502,12,0.005420054200542005,0,0.0,4,0.0018066847335140017,0,0.0,20,0.009033423667570008,31,0.014001806684733513,0,0.0
1295,Democrat,0.9997,0.077,7270,7270.0,2,0.0002751031636863824,20,0.002751031636863824,21,0.0028885832187070153,8,0.0011004126547455295,0,0.0,19,0.0026134800550206326,15,0.0020632737276478678,0,0.0
1296,Democrat,-0.4774,0.135,30,30.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1297,Republican,0.953,0.0,92,92.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1298,Republican,0.9999,0.038,2311,2311.0,8,0.0034617048896581565,5,0.0021635655560363477,0,0.0,3,0.0012981393336218088,0,0.0,2,0.0008654262224145391,0,0.0,0,0.0
1299,Republican,0.9998,0.053,2377,2377.0,5,0.002103491796381994,50,0.02103491796381994,5,0.002103491796381994,0,0.0,1,0.00042069835927639884,8,0.0033655868742111907,13,0.005469078670593185,43,0.01809002944888515
1300,Republican,0.9928,0.1,286,286.0,0,0.0,0,0.0,0,0.0,1,0.0034965034965034965,0,0.0,3,0.01048951048951049,0,0.0,0,0.0
1301,Republican,-0.9858,0.104,1135,1135.0,0,0.0,3,0.0026431718061674008,6,0.0052863436123348016,0,0.0,0,0.0,16,0.014096916299559472,0,0.0,16,0.014096916299559472
1302,Republican,0.9999,0.057,2354,2354.0,3,0.001274426508071368,5,0.0021240441801189465,4,0.0016992353440951572,19,0.008071367884451997,8,0.0033984706881903144,12,0.005097706032285472,19,0.008071367884451997,0,0.0
1303,Republican,0.9996,0.113,2310,2310.0,2,0.0008658008658008658,7,0.0030303030303030303,13,0.005627705627705628,0,0.0,0,0.0,11,0.004761904761904762,1,0.0004329004329004329,10,0.004329004329004329
1304,Republican,0.9941,0.071,288,288.0,0,0.0,0,0.0,1,0.003472222222222222,0,0.0,0,0.0,2,0.006944444444444444,7,0.024305555555555556,0,0.0
1305,Democrat,0.5574,0.082,67,67.0,0,0.0,0,0.0,1,0.014925373134328358,0,0.0,4,0.05970149253731343,0,0.0,1,0.014925373134328358,0,0.0
1306,Democrat,1.0,0.076,7033,7033.0,6,0.0008531210009953079,110,0.015640551684913975,19,0.0027015498364851413,39,0.005545286506469501,22,0.0031281103369827953,24,0.0034124840039812315,16,0.0022749893359874877,2,0.00028437366699843596
1307,Republican,0.965,0.096,744,744.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.008064516129032258,3,0.004032258064516129,0,0.0
1308,Democrat,0.6038,0.117,39,39.0,0,0.0,0,0.0,2,0.05128205128205128,0,0.0,0,0.0,1,0.02564102564102564,0,0.0,1,0.02564102564102564
1309,Republican,0.872,0.022,107,107.0,1,0.009345794392523364,0,0.0,1,0.009345794392523364,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1310,Democrat,0.9999,0.097,4008,4008.0,38,0.009481037924151697,19,0.004740518962075849,5,0.00124750499001996,1,0.000249500998003992,1,0.000249500998003992,56,0.013972055888223553,27,0.006736526946107785,2,0.000499001996007984
1311,Republican,0.9964,0.077,1231,1231.0,1,0.0008123476848090983,9,0.007311129163281885,0,0.0,0,0.0,0,0.0,8,0.006498781478472786,0,0.0,0,0.0
1312,Democrat,0.9997,0.051,4389,4389.0,2,0.000455684666210982,11,0.002506265664160401,1,0.000227842333105491,2,0.000455684666210982,0,0.0,19,0.004329004329004329,11,0.002506265664160401,0,0.0
1313,Democrat,-0.9245,0.117,353,353.0,5,0.014164305949008499,3,0.0084985835694051,0,0.0,0,0.0,0,0.0,3,0.0084985835694051,0,0.0,0,0.0
1314,Republican,0.9999,0.08,8562,8562.0,6,0.000700770847932726,78,0.009110021023125438,23,0.002686288250408783,1,0.000116795141322121,2,0.000233590282644242,9,0.001051156271899089,51,0.005956552207428171,4,0.000467180565288484
1315,Republican,0.9991,0.075,2138,2138.0,0,0.0,7,0.003274087932647334,19,0.008886810102899906,0,0.0,0,0.0,41,0.019176800748362956,1,0.0004677268475210477,37,0.017305893358278764
1316,Republican,1.0,0.094,11415,11415.0,30,0.002628120893561104,47,0.004117389399912396,13,0.0011388523872098116,29,0.0025405168637757337,7,0.0006132282084975909,21,0.0018396846254927727,14,0.0012264564169951818,7,0.0006132282084975909
1317,Democrat,0.9999,0.064,2930,2930.0,14,0.00477815699658703,7,0.002389078498293515,0,0.0,2,0.0006825938566552901,1,0.00034129692832764505,16,0.005460750853242321,28,0.00955631399317406,2,0.0006825938566552901
1318,Democrat,0.9997,0.081,1815,1815.0,19,0.01046831955922865,5,0.0027548209366391185,1,0.0005509641873278236,6,0.003305785123966942,0,0.0,1,0.0005509641873278236,2,0.0011019283746556473,0,0.0
1319,Democrat,0.9999,0.055,5643,5643.0,14,0.002480949849370902,74,0.013113592060960482,31,0.005493531809321283,16,0.002835371256423888,9,0.001594896331738437,9,0.001594896331738437,4,0.000708842814105972,1,0.000177210703526493
1320,Republican,0.9997,0.061,844,844.0,8,0.009478672985781991,2,0.002369668246445498,0,0.0,0,0.0,0,0.0,2,0.002369668246445498,5,0.005924170616113744,0,0.0
1321,Republican,1.0,0.101,12310,12310.0,10,0.0008123476848090983,31,0.002518277822908205,6,0.00048740861088545896,2,0.00016246953696181965,4,0.0003249390739236393,115,0.00934199837530463,39,0.003168155970755483,4,0.0003249390739236393
1322,Democrat,1.0,0.075,11575,11575.0,101,0.008725701943844493,16,0.0013822894168466523,4,0.0003455723542116631,4,0.0003455723542116631,6,0.0005183585313174946,56,0.004838012958963283,52,0.00449244060475162,0,0.0
1323,Republican,1.0,0.043,4089,4089.0,6,0.001467351430667645,34,0.008314991440449988,30,0.007336757153338224,10,0.002445585717779408,4,0.0009782342871117633,7,0.0017119100024455857,0,0.0,0,0.0
1324,Democrat,0.9911,0.009,122,122.0,1,0.00819672131147541,0,0.0,2,0.01639344262295082,0,0.0,1,0.00819672131147541,2,0.01639344262295082,0,0.0,0,0.0
1325,Republican,1.0,0.104,12680,12680.0,27,0.0021293375394321767,51,0.004022082018927444,18,0.0014195583596214511,12,0.0009463722397476341,28,0.0022082018927444794,16,0.0012618296529968455,24,0.0018927444794952682,5,0.0003943217665615142
1326,Republican,1.0,0.099,19309,19309.0,61,0.0031591485835620694,89,0.004609249572738101,16,0.0008286291366720182,13,0.0006732611735460148,22,0.001139365062924025,48,0.0024858874100160545,40,0.0020715728416800454,3,0.0001553679631260034
1327,Democrat,1.0,0.064,15557,15557.0,20,0.0012855949090441602,34,0.0021855113453750725,16,0.001028475927235328,12,0.0007713569454264962,18,0.0011570354181397442,77,0.004949540399820017,44,0.0028283087998971523,2,0.000128559490904416
1328,Democrat,-0.743,0.246,32,32.0,0,0.0,0,0.0,2,0.0625,0,0.0,0,0.0,1,0.03125,0,0.0,0,0.0
1329,Republican,0.997,0.038,171,171.0,1,0.005847953216374269,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.005847953216374269,0,0.0
1330,Republican,0.9984,0.044,955,955.0,0,0.0,5,0.005235602094240838,0,0.0,0,0.0,0,0.0,2,0.0020942408376963353,8,0.008376963350785341,0,0.0
1331,Republican,1.0,0.068,11950,11950.0,1,8.368200836820084e-05,21,0.0017573221757322176,31,0.002594142259414226,13,0.0010878661087866108,24,0.0020083682008368202,13,0.0010878661087866108,3,0.00025104602510460253,0,0.0
1332,Democrat,1.0,0.06,10724,10724.0,65,0.006061171204774338,28,0.0026109660574412533,7,0.0006527415143603133,11,0.0010257366654233494,4,0.0003729951510630362,51,0.004755688176053712,75,0.006993659082431929,0,0.0
1333,Democrat,-0.4918,0.115,119,119.0,2,0.01680672268907563,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1334,Democrat,0.9998,0.045,1553,1553.0,12,0.0077269800386349004,6,0.0038634900193174502,1,0.000643915003219575,0,0.0,1,0.000643915003219575,4,0.0025756600128783,6,0.0038634900193174502,1,0.000643915003219575
1335,Democrat,0.9999,0.07,3322,3322.0,13,0.0039133052378085495,37,0.011137868753762794,12,0.003612281757977122,10,0.0030102347983142685,6,0.001806140878988561,3,0.0009030704394942806,3,0.0009030704394942806,0,0.0
1336,Democrat,0.9996,0.077,2526,2526.0,2,0.000791765637371338,16,0.006334125098970704,7,0.0027711797307996833,9,0.0035629453681710215,4,0.001583531274742676,2,0.000791765637371338,2,0.000791765637371338,0,0.0
1337,Republican,0.9167,0.068,192,192.0,1,0.005208333333333333,0,0.0,0,0.0,1,0.005208333333333333,0,0.0,3,0.015625,3,0.015625,0,0.0
1338,Democrat,0.9883,0.036,345,345.0,1,0.002898550724637681,5,0.014492753623188406,2,0.005797101449275362,1,0.002898550724637681,0,0.0,0,0.0,0,0.0,0,0.0
1339,Republican,1.0,0.101,10753,10753.0,30,0.002789919092346322,46,0.0042778759415976935,19,0.001766948758486004,10,0.0009299730307821073,13,0.0012089649400167395,30,0.002789919092346322,20,0.0018599460615642146,9,0.0008369757277038966
1340,Democrat,0.9999,0.093,5527,5527.0,6,0.001085579880586213,36,0.006513479283517279,169,0.03057716663651167,1,0.0001809299800977022,1,0.0001809299800977022,11,0.001990229781074724,1,0.0001809299800977022,1,0.0001809299800977022
1341,Democrat,0.9988,0.104,2757,2757.0,28,0.010155966630395358,4,0.0014508523757707653,24,0.008705114254624592,10,0.003627130939426913,4,0.0014508523757707653,0,0.0,5,0.0018135654697134566,0,0.0
1342,Republican,-0.9435,0.13,310,310.0,0,0.0,0,0.0,1,0.0032258064516129032,0,0.0,0,0.0,5,0.016129032258064516,2,0.0064516129032258064,0,0.0
1343,Republican,0.9993,0.105,13827,13827.0,55,0.003977724741447892,28,0.0020250235047371084,8,0.0005785781442106024,9,0.0006509004122369278,9,0.0006509004122369278,68,0.004917914225790121,48,0.003471468865263615,21,0.0015187676285528314
1344,Republican,0.9999,0.107,5130,5130.0,21,0.004093567251461989,66,0.012865497076023392,59,0.011500974658869395,24,0.004678362573099415,4,0.0007797270955165692,40,0.007797270955165692,33,0.006432748538011696,4,0.0007797270955165692
1345,Democrat,0.9977,0.04,385,385.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.005194805194805195,8,0.02077922077922078,0,0.0
1346,Democrat,0.9999,0.058,9387,9387.0,30,0.0031959092361776927,22,0.0023436667731969747,39,0.004154682007031001,10,0.0010653030787258974,13,0.0013848940023436667,31,0.003302439544050282,28,0.002982848620432513,36,0.003835091083413231
1347,Democrat,0.9062,0.063,37,37.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05405405405405406,0,0.0
1348,Republican,0.9982,0.096,434,434.0,3,0.0069124423963133645,1,0.002304147465437788,2,0.004608294930875576,0,0.0,1,0.002304147465437788,3,0.0069124423963133645,2,0.004608294930875576,0,0.0
1349,Republican,1.0,0.071,4777,4777.0,38,0.007954783336822273,47,0.009838810969227549,22,0.004605400879212895,13,0.00272137324680762,5,0.0010466820180029307,35,0.007326774126020515,34,0.0071174377224199285,1,0.00020933640360058616
1350,Democrat,0.9984,0.088,2295,2295.0,0,0.0,13,0.005664488017429194,25,0.010893246187363835,2,0.0008714596949891067,0,0.0,6,0.00261437908496732,3,0.00130718954248366,0,0.0
1351,Democrat,0.9998,0.088,1677,1677.0,1,0.0005963029218843172,3,0.0017889087656529517,18,0.01073345259391771,5,0.0029815146094215863,1,0.0005963029218843172,4,0.002385211687537269,4,0.002385211687537269,0,0.0
1352,Democrat,0.9999,0.046,3711,3711.0,21,0.005658852061438965,3,0.0008084074373484236,5,0.0013473457289140394,13,0.0035030988951765024,24,0.0064672594987873885,8,0.002155753166262463,4,0.0010778765831312314,0,0.0
1353,Republican,0.9982,0.103,550,550.0,2,0.0036363636363636364,0,0.0,0,0.0,0,0.0,0,0.0,5,0.00909090909090909,8,0.014545454545454545,0,0.0
1354,Republican,0.8569,0.091,159,159.0,3,0.018867924528301886,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1355,Democrat,0.929,0.092,175,175.0,0,0.0,1,0.005714285714285714,4,0.022857142857142857,1,0.005714285714285714,0,0.0,3,0.017142857142857144,1,0.005714285714285714,0,0.0
1356,Republican,0.9886,0.0,146,146.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1357,Republican,-0.9989,0.182,2751,2751.0,11,0.003998545983278807,5,0.0018175209014903672,4,0.0014540167211922936,0,0.0,0,0.0,52,0.018902217375499818,45,0.016357688113413305,0,0.0
1358,Democrat,0.9995,0.051,2102,2102.0,0,0.0,1,0.0004757373929590866,5,0.002378686964795433,2,0.0009514747859181732,0,0.0,4,0.0019029495718363464,1,0.0004757373929590866,0,0.0
1359,Republican,1.0,0.053,7443,7443.0,29,0.003896278382372699,79,0.010613999731291146,47,0.00631465806798334,6,0.0008061265618702137,15,0.002015316404675534,74,0.009942227596399301,56,0.007523847910788661,3,0.00040306328093510683
1360,Democrat,1.0,0.06,15990,15990.0,58,0.0036272670419011882,39,0.0024390243902439024,12,0.00075046904315197,1,6.253908692933083e-05,5,0.00031269543464665416,64,0.004002501563477173,77,0.0048155096935584745,0,0.0
